id,listing_type,property_type,last_price,num_bedrooms,num_bathrooms,has_pool,has_terrace,surface_total
7420cd68539d1b5da6d85b5dd9f1ce73,for-sale,apartment,5141090.0,1.0,1.0,,1.0,54.0
0b05258aeec61c6bc66eae1946f0625a,for-sale,apartment,5600000.0,2.0,2.0,,1.0,87.0
c87480e8762e6ae9441a0d5b5e36ab94,for-rent,apartment,15200.0,1.0,1.0,,,60.0
25cb7b5f1dc81389dc0d1410e3c5fafa,for-sale,apartment,3282500.0,1.0,1.0,,,35.99
27038c9066cc8efeca615719c6e7f4e6,for-sale,apartment,10593000.0,2.0,2.0,,,100.0
0cdad240521d201b83e571b998bcfed0,for-sale,apartment,3000000.0,0.0,1.0,,,33.47
18a001cb1ed9c9d22ee3485e17172f18,for-rent,apartment,38000.0,3.0,2.0,,,110.0
9205382b335861c53c28e3b1e1948b3d,for-sale,apartment,5677509.0,1.0,1.0,,1.0,49.0
a23753f45cd9591c031a2d7209f984b0,for-sale,apartment,3171813.0,1.0,1.0,,,39.0
14fdf876defa1185c0d85acaff9526c8,for-rent,apartment,35017.0,3.0,2.0,,,144.0
1c81375c0d625805901db747b5c9316d,for-sale,apartment,4714700.0,2.0,2.0,,1.0,83.0
1c8b43a37c8d3dbaafb451b135e34c6e,for-sale,apartment,5400000.0,2.0,2.0,,1.0,95.0
32e64375b93e40bd1cf9094ba433393c,for-sale,apartment,8200000.0,2.0,2.0,,,100.0
1bd5ae03a598d453b3a8d6c4df2da260,for-sale,apartment,9700000.0,3.0,2.0,,1.0,118.0
1bdaa7da684521853d4d4e1ace2164c0,for-sale,apartment,4981774.0,1.0,1.0,,1.0,52.0
1be945fcab615fece405c8ef04b59636,for-rent,apartment,33000.0,2.0,2.0,,1.0,65.0
1bfc79c4b163f71b0a1e42b289350b9e,for-sale,apartment,10593000.0,2.0,2.0,,,138.0
1c070dc86b47e68d31ce928b3f98c65f,for-rent,apartment,22000.0,2.0,1.0,,,75.0
1c18df8476f7ab35ff1d903c208c1266,for-sale,apartment,21500000.0,3.0,3.0,,1.0,300.0
1c32d3a32b6aee15a8f9a843e4aeeeb9,for-sale,apartment,7358000.0,2.0,2.0,,1.0,113.0
1c5b62e73e5038b6e662982542bc7d39,for-sale,apartment,3400000.0,1.0,1.0,,1.0,39.0
32f96588ff882d356512b532eacea742,for-sale,apartment,6285000.0,2.0,2.0,1.0,1.0,105.0
333315534fe22eccb07fb77ef3a0bef5,for-sale,apartment,4681200.0,2.0,2.0,,1.0,74.0
4ca62a8d991125a1fd17d5e840b52616,for-rent,apartment,34000.0,2.0,2.0,,,120.0
80517704519b40ad741c28c29ebd010d,for-sale,apartment,5800000.0,2.0,2.0,,,102.0
4c770b7e22a227f7318c1bb0ef47ad30,for-sale,apartment,7100000.0,3.0,2.0,,,140.0
4b8d2e57f557dac260556fdb0f98a794,for-sale,apartment,4906000.0,1.0,1.0,1.0,1.0,42.0
f2427bb84fe05ff3f3420454bc90fa70,for-sale,apartment,12150000.0,2.0,3.0,,,148.0
d7822e516763035110ae24f5de6fb90f,for-sale,apartment,10385519.0,2.0,2.0,,,122.0
adc275011563b2b239051526e7bd8e88,for-sale,apartment,6300000.0,2.0,2.0,,1.0,108.0
5c4a85da47a9318d42301ed5cef4e13a,for-sale,apartment,7300000.0,2.0,2.0,,,100.0
80e910802aa6fc4e80bb513df65eb6aa,for-sale,house,17000000.0,3.0,2.5,,1.0,195.0
6cb7dca4e98fdf7d7460fd0b10eaa8d2,for-sale,house,8500000.0,5.0,4.0,,1.0,299.0
95ab0c12653281a3b77ff0d71cbef8e6,for-sale,apartment,7620630.0,2.0,2.0,,1.0,92.0
95c07da65583c3e67aa318f30eb69324,for-sale,apartment,4440000.0,2.0,2.0,,1.0,74.0
9638537ef1b6963b5e9a975370984889,for-sale,apartment,6604900.0,2.0,2.0,,1.0,90.0
4cfe05110e7adefd18621cf84c894997,for-sale,apartment,3600000.0,2.0,1.0,,,47.0
964ea3256a29c9df079ab687626cbd2c,for-sale,apartment,7800000.0,2.0,2.0,,1.0,85.0
36196a56a9364db5cae5bb5a0b5a9c41,for-sale,apartment,4500000.0,2.0,2.0,,,65.0
4a297815528989e5ccf7cf2d8a1201ca,for-rent,house,28000.0,1.0,1.0,,,90.0
21c39dcd622f50561e15649da3cba74b,for-sale,apartment,8084192.0,2.0,2.0,,1.0,126.0
0c410b6ca7a21d33b0ff3e9242b8e91a,for-rent,apartment,48000.0,2.0,2.0,,1.0,143.0
4c25ba0cdde5fe08bcb4013eaa7cdeaa,for-sale,house,41000000.0,6.0,5.0,,,324.0
657d431a74a78ae96378226fd643b561,for-sale,apartment,2895000.0,1.0,1.0,,,43.86
65bcc97d36544407f581c33dc5078f56,for-sale,apartment,4870000.0,1.0,1.0,,1.0,62.0
63f81d5eb2aae2d7b1c43374b0a8f3ec,for-sale,apartment,7980000.0,2.0,2.0,,1.0,118.0
8e42c5ca12d5ee42e875b324b14c7625,for-rent,apartment,32000.0,2.0,2.0,,,100.0
3ed5ab093881aa08eab4152ba0331664,for-sale,apartment,6000000.0,2.0,1.0,,,70.0
3edd03a235e7a311323d0deeaf463298,for-sale,apartment,3600000.0,1.0,1.0,,1.0,48.0
63ba30d1d9ac641e9a5afeab12545384,for-sale,apartment,5254965.0,2.0,1.0,,1.0,67.95
643673d470238273334ae2172b9dfa5a,for-rent,apartment,30000.0,2.0,1.0,,,100.0
913605213e0308077ea4ba90c70282ee,for-sale,apartment,4599000.0,1.0,1.0,,1.0,50.0
3ea6a634271f6286a7f5e96abdf9a78c,for-sale,apartment,11800000.0,3.0,3.0,,1.0,240.0
3f702f0e29af4333081f982b17c7601c,for-rent,apartment,42000.0,2.0,2.0,,,114.0
3f71f33f386f548113589bb2ebf289fe,for-rent,apartment,27700.0,1.0,1.0,,,42.0
907d2d49c155020f07a2ca275d58f662,for-sale,apartment,8200000.0,2.0,1.0,,,100.0
8d937c6a8a30daee7f74aab8416f46c1,for-rent,apartment,27500.0,1.0,1.0,,,42.0
8e77e4f41052629b349843115573ef17,for-sale,apartment,7700000.0,2.0,2.0,,1.0,117.0
36df1daf2d8a4181c549baa9b9506a7f,for-rent,apartment,38000.0,3.0,2.0,,,110.0
90233c1d7482b67641191175df6b15e0,for-sale,apartment,2810871.0,1.0,1.0,,1.0,34.0
877b1b053eb5ac17ce6c9a6d18da007a,for-sale,apartment,7960000.0,3.0,2.0,,1.0,134.0
94fbf256d5bca22eeadd94c7a1bd0c4f,for-sale,apartment,12900000.0,2.0,3.0,,1.0,162.0
46eb00e288e439ad3e6dcb3ca39aa0e2,for-sale,apartment,8135513.0,2.0,2.0,,1.0,102.0
869acdcb157c5569d119db6509830bdc,for-sale,apartment,3024605.0,1.0,1.0,,1.0,39.62
47f800c05610ed62e759f3a2e1b297ea,for-sale,apartment,3782996.0,1.0,1.0,,,39.0
d0338b44c43668fd9174ca68bbfd64d6,for-sale,apartment,5806000.0,3.0,2.0,,,115.0
b710d1ad3e0e4c07d7d29b1e41f939fc,for-sale,apartment,6570000.0,2.0,,1.0,1.0,110.0
8e7ce7263ecf66d3591ad4d033d06776,for-sale,apartment,6520000.0,2.0,2.0,,1.0,89.0
5c15186f3258a06bcc533da9900e0d6f,for-sale,house,1087000.0,,1.0,1.0,,70.0
b8d21e5fbf72b86e987802a2f3268fc9,for-sale,apartment,7900000.0,2.0,2.0,,1.0,91.0
b8f61ce77d28b19fc42ba874cb4ac5d4,for-sale,apartment,9750000.0,3.0,2.0,,,130.0
af7ba3102da8d09f2e80c66ce9c81b72,for-rent,apartment,24800.0,2.0,1.0,,1.0,117.0
1c10ec098987f2c22147941da5e1a665,for-sale,apartment,9514820.0,2.0,2.0,,,145.0
616e71f4442df402d7c1ce7b949d3339,for-rent,house,250000.0,5.0,3.0,,1.0,450.0
f87f793c38c07d6efe8f19efccc7bcaf,for-sale,apartment,4105683.0,1.0,1.0,,1.0,43.0
22660c682b1c2a3d313116d9d6457847,for-rent,apartment,49000.0,2.0,2.0,,,78.0
924ef8a1a02eda036813359192b8c437,for-sale,apartment,7000000.0,2.0,2.0,,1.0,75.0
bb7deec8438abd3b5f89d473a6dd41fb,for-rent,apartment,22500.0,2.0,2.0,,1.0,65.0
7df028c04634d56c59f997835a904d0c,for-rent,apartment,40000.0,3.0,2.0,1.0,1.0,170.0
0815e08d84e6c81d91909a1814e35620,for-rent,apartment,46000.0,3.0,2.0,,1.0,109.0
1662294d713690052381e73c480a5aae,for-rent,apartment,34000.0,2.0,2.0,,,120.0
5b5d08dd7f9a3517dc990cdc0094aafb,for-sale,apartment,11200000.0,2.0,2.0,,1.0,177.0
9f400f83136f6cb1bbbf6fd632c91879,for-sale,apartment,4100000.0,2.0,2.0,,1.0,64.0
a9a8c317c98414eee1c89d8bcd79ce27,for-sale,apartment,9130000.0,1.0,1.0,,,99.0
2f50283ecef1ac8a960596769a39951d,for-sale,apartment,6604900.0,2.0,2.0,,1.0,83.23
0a4790300046ff16227eebbfc46c0dc1,for-sale,apartment,3311853.0,1.0,1.0,,,32.0
0bacb0b8443ce48fb9d0dcd201ba137d,for-sale,apartment,6720000.0,2.0,2.0,,1.0,77.7
812ea0a19c27399970b19dafff70a625,for-sale,apartment,8002205.0,2.0,2.0,,1.0,112.0
2e818ddb80d5699a452f001d00b8a690,for-sale,apartment,3360000.0,2.0,1.0,1.0,1.0,40.0
2ebe2e4bd6f06f3ce3457519e26d4f48,for-sale,apartment,5800000.0,2.0,2.0,,1.0,110.0
306ef4fb4ad9220975580a992133d915,for-sale,apartment,7889440.0,2.0,2.0,,1.0,103.9
2e04217ba6b80e263fb2c6a4c1c771ea,for-sale,apartment,4500000.0,2.0,2.0,,1.0,60.0
2e13ef6d553624ff67076f4fbd2e6d35,for-sale,apartment,8300000.0,2.0,2.0,,1.0,96.0
308112d754560686d14cc8f1997bfa98,for-sale,apartment,6800000.0,2.0,2.0,,1.0,90.85
3082b8a2b2692ff0e5ab33cb263f2d75,for-sale,apartment,6090000.0,1.0,1.0,,1.0,62.0
2e7ca11fb511dcfe3330d290bedc6fed,for-sale,apartment,8950000.0,2.0,2.0,,1.0,121.0
30efb9f1983c277a21833f8c2e15b20e,for-sale,apartment,5200000.0,3.0,2.0,,,110.0
33eebf8239e92024cfe7e9f4f831e5cd,for-sale,apartment,8974000.0,3.0,3.0,,1.0,143.53
3140dd5299d7b1ea851045793f4b3e03,for-sale,apartment,7620630.59,2.0,2.0,,1.0,92.0
30f8a9549f0eddb443882ac53b100078,for-sale,apartment,5500000.0,2.0,2.0,,1.0,93.0
b8cd108fee919576a3d48c35f2a0b0b7,for-sale,apartment,3845000.0,1.0,1.0,,1.0,74.0
32f512e881877132e279cd954ac38b2e,for-sale,apartment,3933906.0,1.0,1.0,1.0,1.0,39.0
b8d806b94b1353efb453bd8d680f3503,for-sale,apartment,3221203.0,1.0,1.0,1.0,,34.0
b8e61d924a3cedc3f1d3e3c120ac4235,for-sale,apartment,3311853.0,,1.0,,1.0,31.9
338260a863b865ce619e07d07512b238,for-sale,apartment,2800000.0,1.0,1.0,,1.0,34.0
b8fa5be7baef9750c7e5603fd7395283,for-sale,apartment,4946130.0,2.0,2.0,,1.0,78.51
b913dd4f54fc915388f5a5cf4d0f31a2,for-sale,apartment,4756150.0,2.0,2.0,,1.0,78.37
3305623337c097782409a344a4c66c58,for-sale,apartment,4620000.0,2.0,2.0,,1.0,62.0
b7aec66cdc745f6d4cf5ed4608c58ad5,for-sale,apartment,4906583.0,1.0,1.0,,1.0,42.0
331bae863feb7323fd6312d49552f76d,for-sale,apartment,7900000.0,2.0,2.0,,1.0,167.0
b7bc13532efa160cc7c4e3f6e084aed4,for-rent,apartment,42000.0,1.0,1.5,,1.0,78.0
332da44586c7f55a81a41f1ed90d1620,for-sale,apartment,4829620.0,2.0,2.0,,1.0,74.9
b7d0990045a0a3c9cfaae80bc7c4a045,for-sale,apartment,4982720.0,2.0,2.0,,1.0,81.19
b814c06522d5841deb8f92405c6b2574,for-sale,apartment,8084192.0,2.0,2.0,,1.0,126.0
31f851e5675a5987b3d4d29e44a90055,for-sale,apartment,4980544.77,1.0,1.0,1.0,1.0,66.0
320a1f3af944ee92b7e3fc01f94fc284,for-rent,apartment,19900.0,2.0,1.0,,,64.0
320a992bec49692fd18968500ffbfbbe,for-sale,apartment,4911000.0,2.0,2.0,,1.0,64.0
322c32a9a0714f874e3e84dccdc01775,for-sale,apartment,4625000.0,1.0,1.0,1.0,1.0,50.0
b99a977381722b15196b3be628e53985,for-rent,apartment,44000.0,2.0,2.5,,,176.0
b8593fd35c425c213c4410d0e1e0db40,for-sale,apartment,5400000.0,2.0,2.0,,1.0,83.0
0618fc6522ce994460a256a236744b14,for-rent,apartment,44400.0,2.0,1.0,,,70.0
b78c3ee3d52777c4416f9db3560bef2c,for-sale,apartment,5874200.0,2.0,2.0,,1.0,91.0
b8b35ee46f56274b83f98c589c97ab24,for-sale,apartment,2700000.0,1.0,1.0,,,38.0
bd15fe0b55a67736e42752d9a8b1b095,for-sale,apartment,15100000.0,2.0,2.5,,1.0,210.0
bd172e72f2fbb8fbf41b6dd619a44e26,for-sale,apartment,3738022.0,1.0,1.0,,,51.74
ba82dccc97219687a313d0ea50ed9677,for-sale,apartment,3000000.0,2.0,1.0,,,36.5
bae33e414bc1f8504259bdc92203eb3c,for-rent,apartment,34000.0,2.0,2.0,,,120.0
bc1c16c5302a40037ac96b48cd457068,for-sale,apartment,4881431.93,1.0,1.0,1.0,1.0,66.0
bc20020d6d4a4bf5f063a760c6f47d4c,for-sale,apartment,10593000.0,2.0,2.5,,1.0,144.0
bc4499854cbcba5f3371118264071243,for-sale,apartment,6180000.0,2.0,2.0,,1.0,85.85
810a34219da0cb03e488ff58e4bd898b,for-sale,apartment,5333448.0,2.0,1.0,,,67.95
c9f87b51b21beb4e0eb60b87d03b0f8c,for-sale,apartment,5500000.0,2.0,2.0,,,90.0
ca3748d6122e8386d5d9d3ab7518dafa,for-rent,apartment,40000.0,1.0,1.0,,1.0,160.0
b9c3de480527bc35826592412642f4f7,for-sale,apartment,3992359.0,1.0,1.0,,1.0,46.0
bb0e685f03c2e937a4a8da94d3c203fb,for-sale,apartment,5887500.0,1.0,1.0,1.0,1.0,63.0
bb11ff6adbe718520790140848e04b79,for-sale,apartment,5097545.0,2.0,2.0,,1.0,81.19
bb3f8485ba32794ab9ed5e371996441f,for-sale,apartment,5800000.0,2.0,2.5,,1.0,110.0
50b2f2d7c6e6a0b68c4b45b2db467260,for-sale,apartment,12900000.0,2.0,3.0,,1.0,162.0
b8c038cb49ef50b7e98c04fb691e62ed,for-sale,apartment,10000000.0,2.0,2.0,,1.0,144.0
04e1d2add05242585a57b2005a65043b,for-sale,apartment,5000000.0,2.0,,,1.0,90.0
3752fd62cd7f72e6b82e134c48c20d4b,for-sale,apartment,4500000.0,2.0,2.0,,1.0,68.0
5c83ea59c9fab7badb855d767abca0ee,for-sale,apartment,6700000.0,2.0,1.5,,1.0,112.0
801f3e38683affd28b9d84c06fa4c2ec,for-rent,apartment,55000.0,3.0,3.5,,1.0,150.0
4318d9fcdc0266c72ac96febfa0cad65,for-sale,apartment,12200000.0,3.0,3.0,,,163.0
392114b3679f574fe6e656b081d778eb,for-sale,apartment,6600000.0,3.0,2.0,,,137.62
e66d3c3dcfbca5615812b0c715e1c8ae,for-sale,apartment,5097545.0,2.0,2.0,,1.0,81.19
997f2b123bbcfb59dfcd61e09cf75c69,for-sale,apartment,6600000.0,3.0,2.0,,,137.62
2978bd8a1b06d671ecde9105e20f34d7,for-sale,apartment,5100000.0,1.0,1.0,,1.0,95.0
ce0e87114f1479ae781734018eaec73f,for-sale,apartment,14000000.0,3.0,2.0,,,211.0
d70a55ba76f547511303fe966480de6f,for-sale,apartment,6800000.0,2.0,2.0,,,89.0
0cfe2e2bed070fca15280230513b5135,for-sale,apartment,11700000.0,3.0,3.0,,1.0,147.0
69fd1051e447037c84ab4cae12d0d6f5,for-sale,apartment,4681250.0,2.0,2.0,,1.0,75.0
f67cddb077d798d6c1df1370994d03b7,for-rent,apartment,46770.0,2.0,2.0,,,77.0
0a1f14e8bbc2ab61c5ff1e916198ddfd,for-rent,apartment,43000.0,2.0,3.0,,,105.0
2d0505aba50796044c17051a9112a789,for-sale,apartment,9950000.0,3.0,2.0,,1.0,129.0
59950cc6cd094b59ada6a228e931c993,for-rent,apartment,30000.0,2.0,1.0,,,96.0
323731714613d24d23df094cb96dffbe,for-sale,apartment,3690000.0,1.0,1.0,,1.0,32.0
4130caad192f890132052c25f37f5df9,for-sale,apartment,10600000.0,2.0,2.0,,1.0,155.0
591b865c61420f31944335309c0559fb,for-sale,apartment,7500000.0,2.0,2.0,,,103.0
4a50a184f7f03b19e78e56aeb1618b1d,for-rent,apartment,32000.0,1.0,1.0,,,56.0
382013b2035b5551a1ccb2a95b4392aa,for-sale,apartment,11700000.0,2.0,2.0,,1.0,175.0
383baf454fe26c24265a56d3cd9b4f27,for-sale,apartment,4280000.0,2.0,2.0,,,63.0
765745e3f49fc54c2b9639d20bbfa9f3,for-sale,apartment,4280000.0,2.0,2.0,,,63.0
818a449f2003de1f35a801569d3a4ce8,for-rent,apartment,38000.0,3.0,2.0,,1.0,80.0
802a69becd9ce8248f7bc6ebcf3c62cc,for-rent,apartment,36700.0,1.0,1.0,,,51.0
81a98dcf1534a49eff554000db444e19,for-sale,apartment,5000000.0,2.0,2.0,,,96.0
8034260eefee8aed0e13fe4d004d8886,for-sale,apartment,3845000.0,1.0,1.0,,1.0,41.0
822f708fd562e1532b8c82553e1e8e19,for-sale,apartment,3700000.0,2.0,1.0,,,64.0
80c41e580984291737e83aedf38601e0,for-rent,apartment,27000.0,1.0,2.0,,1.0,61.0
832602091c741f09e4c916ee92a0f9c3,for-sale,apartment,10200000.0,2.0,3.0,,1.0,193.0
84302401be5319eeeed3347bd06c4a21,for-rent,apartment,47570.0,2.0,2.0,,,78.0
83c512214e09b5ba34d745846c2cdf90,for-sale,apartment,9000000.0,2.0,2.0,,1.0,104.0
97696fe8c56f6bb610158fc8f85bd873,for-sale,apartment,11700000.0,3.0,2.0,,,192.0
d0b491ff352dd0dfabb533bd2571f6ad,for-sale,apartment,4750000.0,2.0,2.0,,,98.0
8453c6360a324cdd6f6f44dbb97a8f40,for-rent,apartment,27700.0,1.0,1.0,,,44.0
82ebb246e8e45323183aafa886bfc9b9,for-rent,apartment,27703.0,1.0,1.0,,,42.0
af756de59832bf0d02a7a98a3efc1698,for-sale,apartment,7280000.0,3.0,2.0,,,140.0
500cab65fa1886ce1b584c1d89733637,for-sale,apartment,2864103.0,1.0,1.0,,1.0,35.0
4e9591b763fd2d350871c5a3ba3afe22,for-rent,apartment,24000.0,2.0,2.0,,1.0,70.0
b0a64839be6957765e3a5fe0b5891424,for-rent,apartment,24000.0,1.0,1.0,,1.0,65.0
3f81605b62d86021ed44ad0c2a1f0cd1,for-rent,apartment,55000.0,3.0,2.0,1.0,1.0,140.0
3f8558181eea4867d969353950b60878,for-sale,apartment,4980000.0,2.0,2.0,1.0,,64.0
3f165fae289161dd44bc99a51fec61a1,for-sale,apartment,5254966.0,2.0,2.0,,,67.95
3f1f5b75951d51e2b164cadbc74601f7,for-sale,apartment,4000000.0,3.0,2.0,,,75.0
666c65ade2b7622359d0c1970349088e,for-rent,apartment,34200.0,1.0,1.0,,,55.0
ee5b98fcaf570b5e8a3e67568776f924,for-rent,apartment,22000.0,2.0,1.0,,,82.0
ede6755bda6e2490314a72b6983fe6f0,for-rent,apartment,25000.0,1.0,1.0,,,70.0
ee1c5d71c3d8ac34bd7218ab9b093066,for-sale,apartment,4047495.0,2.0,1.0,1.0,1.0,63.0
ec90bd17cdaba8c67ac40560f7143ab6,for-sale,apartment,7950000.0,2.0,2.0,,1.0,108.0
b0c9178456b7020b0d8c774e20adb111,for-rent,apartment,30000.0,3.0,2.0,,1.0,107.0
f11515152ea062d824e3b90bdd0aa5f2,for-sale,apartment,13000000.0,2.0,2.0,,1.0,197.0
ed9882e09e05a55ab5573f0fc43c0207,for-sale,apartment,13000000.0,2.0,2.0,,1.0,197.0
eeef1e6d23c693d45dab9bd2b999e373,for-rent,apartment,45500.0,2.0,2.0,,,75.0
ee814a5163b0abcc68f0f818114f93c2,for-sale,apartment,5182500.0,2.0,2.0,1.0,1.0,75.0
f155b4b06ea4dad2274aea490f518c1a,for-sale,apartment,8295000.0,2.0,2.0,,1.0,126.0
ed8a974ae0559ea1ea42f0486e4b3a96,for-sale,apartment,3377945.0,1.0,1.0,,1.0,39.0
ef27be3fc30662f28db3619ed4b6de7c,for-sale,apartment,10593000.0,2.0,2.0,,,144.0
ef3001a38af229efc56052eac5ce11ec,for-sale,apartment,10000000.0,2.0,2.0,,,100.0
ebc9c6203902a0554f8b605bc698359e,for-sale,apartment,8240000.0,2.0,2.0,,1.0,165.0
ebee99f511301d622b8cae9e8cf6b19b,for-sale,apartment,4624000.0,2.0,1.0,,,70.0
ed8ed3d55de529593829121961070206,for-sale,apartment,5250000.0,1.0,1.0,,1.0,108.0
edb0788ec60e408de0c5b229d9b448e1,for-sale,apartment,7750017.0,2.0,2.0,,,108.0
ec79aca00d0bd2077164221baa7082b7,for-sale,apartment,6100000.0,2.0,2.0,,1.0,107.0
ee257a0e2c5c5976a8aa3d2ab7d6d4b4,for-sale,apartment,6855619.0,2.0,2.0,,,114.0
ec0c8864a055f98b42992d33a2fab73f,for-sale,apartment,4236000.0,1.0,1.0,,1.0,38.9
ecafa0c182e4b573bf27126b55a52a5a,for-sale,apartment,4047417.0,2.0,2.0,1.0,,63.0
ed04bf803e99a060323bf1a3141e8e6d,for-sale,apartment,13930000.0,2.0,2.0,,,160.0
d1c5ee5b692b0cdab0c8183308ddb034,for-rent,house,280000.0,,,,1.0,945.0
8f0681f02e21d3172f1b9f8db136b655,for-sale,apartment,6090000.0,2.0,2.0,,1.0,85.0
8eb61c8faa5c97241dc55deeecfff324,for-sale,apartment,3787162.0,1.0,1.0,,1.0,45.0
538fbf3eab254fe271f083918c86e474,for-sale,apartment,12400000.0,3.0,3.0,,1.0,240.0
16388dc25700aa22102d214b454bdc65,for-rent,apartment,33000.0,2.0,2.0,,,100.0
51393c20290da80a65f4d131ce1d2d45,for-sale,apartment,15100000.0,2.0,2.0,,1.0,210.0
515b4bb3152e6130dfae0dceb92b9f68,for-sale,apartment,12200000.0,3.0,3.5,,,163.0
baa8b4e658ac07cc8d86f318f1a28e3e,for-sale,apartment,13000000.0,2.0,2.0,,1.0,173.0
e3604faa2f7b06cd58bffe69fd26e68e,for-sale,apartment,12500000.0,3.0,2.0,1.0,1.0,219.0
e4b37bee938588f19759676866c9b60e,for-sale,apartment,4324940.0,1.0,1.0,,1.0,43.0
e8f4197412ede6298369e257ec2fa350,for-sale,apartment,3130747.0,1.0,1.0,,,35.9
53bc42a3b04be42ffbf3647560882e4b,for-sale,apartment,10253983.0,2.0,2.0,,1.0,102.31
eb61b966f82176c5b4357d95e95fe654,for-sale,apartment,10000000.0,2.0,3.0,,,194.0
f8358a55400da24e06ac138480bba24c,for-sale,apartment,16900000.0,3.0,3.0,,1.0,271.0
f8697c8e21b07309d3906fcbd8aa2b9e,for-sale,apartment,2937542.0,1.0,1.0,,,34.0
fb6a682ab19902151be810036aa1c28b,for-sale,apartment,10295370.0,2.0,2.0,,,99.7
fc1680d8176d9ea61d6c11cf3f14eb9b,for-sale,apartment,5300000.0,1.0,1.0,,,55.0
53da391ea8f07865a4ebae0781325795,for-sale,apartment,8130000.0,2.0,2.0,,1.0,166.0
fe5e3cd433864f9ae51be213a7540621,for-sale,apartment,15200000.0,2.0,3.5,,,186.0
52bf3e2bdf7ebf480db2d2ed09a88de1,for-sale,apartment,4980000.0,2.0,2.0,1.0,,64.0
545e7181434c419b5320f00280613409,for-sale,apartment,5600000.0,2.0,2.0,,1.0,76.55
