property_id,event,time2event,property_type,surface_total,num_bathrooms,num_bedrooms,marketplace_hash,seller_hash,num_parking_lots,first_price,last_price,longitude,latitude,views,num_marketplaces_property_at,first_observed_date,last_observed_date,has_balcony,has_elevator,has_garden,has_gym,has_luxury_features,has_pool,has_studio,has_surveillance,has_terrace,has_visitors_parking,has_washing_area
4424d13d-f9c9-45e3-b886-65d4b42c71f3,1,92,apartment,74,1,2,1.65707E+18,2.55478E+18,2,4500000,4500000,-99.1613281,19.3647728,46,4,2023-05-21 05:34:02,2023-08-22 04:12:55,1,1,1,1,0,1,0,1,1,0,0
5c4fa39d-a69b-49ff-80e7-8a2e3990c403,0,36,apartment,83,2,2,8.26101E+18,-7.01002E+18,1,2850000,2850000,-99.1309934,19.3626932,60,2,2023-09-09 18:07:48,2023-10-09 16:26:11,0,0,0,0,0,0,0,0,0,0,0
57f7747b-b15f-42e9-97a4-cb4e3fea3cac,0,18,apartment,41,1,1,8.26101E+18,3.77027E+17,1,2350000,2350000,-99.2716504,19.3667161,46,1,2023-09-27 23:24:04,2023-10-09 16:25:21,0,0,0,1,0,0,0,0,1,0,0
e0d76824-2e5e-4b03-9bc4-1d1aaac93ed4,0,129,apartment,33,1,1,-8.59303E+18,-7.94698E+18,0,2128376,2375787,-99.15625,19.437997,39,1,2023-06-09 04:00:53,2023-10-16 16:01:43,0,0,0,1,0,0,0,0,0,0,0
b1c20946-0baa-400a-a3f8-2ef4d859a9a9,1,27,apartment,71,1,2,8.26101E+18,7.66011E+18,1,3300003,3300003,-99.1593329,19.3675129,43,1,2023-06-13 05:36:39,2023-07-10 19:08:55,1,0,0,0,0,0,0,0,0,0,0
92b7d72b-0bff-45e3-946b-68fa03403f98,1,42,apartment,100,2.5,2,-1.05558E+18,-8.03089E+18,2,4150000,4350000,-99.2653557,19.3707171,19,3,2023-05-29 15:08:49,2023-07-11 04:12:03,0,1,1,1,0,0,0,1,1,0,1
4043535f-80f2-4efb-bb83-282717bb8d9f,1,137,apartment,101,2,2,-1.05558E+18,2.55635E+18,1,5048300,5048300,-99.1773571,19.3889487,68,1,2023-05-03 20:00:28,2023-09-18 16:09:11,1,1,0,0,0,0,0,1,1,0,0
a042b55b-e694-4b92-b374-5e3491b28d01,0,90,apartment,85,2,2,-1.05558E+18,3.77027E+17,1,4500000,4150000,-99.1835457,19.4426144,59,1,2023-07-18 04:21:12,2023-10-16 16:21:13,0,1,1,1,0,0,1,1,0,0,0
d5b58a79-7979-4afb-98a0-92bd14fc847d,1,27,apartment,80,2,2,1.65707E+18,2.46643E+18,1,4750000,4750000,-99.1457702,19.4340998,58,3,2023-07-19 04:05:58,2023-08-15 04:16:58,0,1,1,1,0,1,0,1,1,0,1
459018c8-b4a0-482b-8f56-4acc1f358205,1,82,apartment,161,3,3,1.65707E+18,1.71264E+18,2,13200000,13200000,-99.2662189,19.3619875,35,4,2023-06-01 04:05:03,2023-08-22 04:16:36,1,1,1,1,0,1,0,0,1,0,0
dd1572bb-743b-4e7c-9e60-61f719dc31c5,1,73,house,192,1,2,1.65707E+18,6.21337E+18,2,3000000,3000000,-99.0744512,19.321849,58,3,2023-06-29 05:23:14,2023-09-10 18:19:56,0,0,0,0,0,0,0,0,0,0,0
45217613-7248-4093-ab51-233fd2f73497,1,77,apartment,60,1,3,6.47434E+18,3.77027E+17,2.2,1515000,1515000,-99.12768,19.41283,49,1,2023-03-05 14:56:14,2023-05-22 04:15:33,0,0,0,0,0,0,0,0,0,0,0
3286826b-f33e-4a83-bde4-4e517a28266f,1,17,apartment,234,2,3,6.47434E+18,3.77027E+17,2,7800000,7800000,-99.1721061,19.3840835,79,2,2023-08-31 18:51:14,2023-09-18 17:48:43,0,1,0,0,0,0,0,1,0,0,0
0794cc81-2664-4aa9-bced-a9736bda0478,0,24,house,209,1.5,4,-1.05558E+18,2.58811E+18,4,6490000,6490000,-99.1165002,19.425112,73,4,2023-09-21 21:28:36,2023-10-16 17:11:20,0,0,1,0,0,0,0,0,1,0,0
b4eaff51-2a28-4f50-976d-33fa9c6129af,0,13,apartment,100,2,2,1.65707E+18,3.77027E+17,2,5700000,5700000,-99.1753642,19.3682454,73,3,2023-10-03 01:08:59,2023-10-15 16:02:23,1,1,0,0,0,0,0,1,1,0,0
320b3d7b-02fe-43cf-b71f-c89768d75b28,0,39,apartment,108,2.5,2,-1.05558E+18,3.40557E+18,2,6800000,6800000,-99.1931284,19.3592485,1,1,2023-09-07 14:19:03,2023-10-16 16:02:26,0,1,1,1,0,1,0,1,0,0,0
22cbe882-9eda-4b4c-81ed-45e5a6e9fcdc,0,23,house,300,3,3,8.26101E+18,5.67137E+18,5,13500000,13500000,-99.1685018,19.3979763,53,1,2023-09-22 16:09:16,2023-10-09 17:28:02,0,0,1,0,0,0,1,0,1,0,0
1755064e-b438-46a5-bad4-30e43b30a3ef,0,137,apartment,90,2.5,2,-1.05558E+18,3.77027E+17,3,5500000,5500000,-99.2552601,19.3785288,8,1,2023-05-31 20:49:13,2023-10-16 16:02:00,0,1,1,1,0,0,0,1,1,0,1
3d9a4071-cf73-4d18-beaa-93be15269e38,1,16,apartment,64,2,2,8.26101E+18,8.85859E+17,1,3950000,3950000,-99.16129,19.402506,36,4,2023-06-03 09:32:33,2023-06-19 18:46:52,1,1,0,0,0,0,0,0,1,0,0
1f94f818-aacf-4cc5-afdf-55d6db2d42b6,0,16,apartment,63,1,2,8.26101E+18,1.55334E+18,2.8,1550000,1550000,-99.1110091,19.4228222,61,2,2023-09-29 23:02:42,2023-10-09 16:33:26,0,0,1,0,0,0,0,0,0,0,0
f5663411-d684-4425-89ac-c01f080f7b60,0,41,apartment,95,2,,6.47434E+18,7.66011E+18,1,6743225,6743225,-99.1629922,19.4239306,59,2,2023-09-04 20:20:57,2023-10-09 18:23:23,0,0,0,0,0,0,0,0,0,0,0
b71959d6-4e93-4dc3-adf3-8a8eab07ec07,0,150,apartment,67,2,2,8.26101E+18,3.77027E+17,2,4800000,6000000,-99.2662189,19.3619875,35,1,2023-05-19 05:47:40,2023-10-09 16:23:12,0,1,0,1,0,1,0,1,0,0,0
7ef8667c-f630-4af5-b025-0de60b09a644,0,13,apartment,45,1,1,6.47434E+18,3.77027E+17,1,4400000,4400000,-99.1612544,19.3642673,46,2,2023-10-03 00:40:50,2023-10-09 18:01:59,0,0,0,1,0,1,0,0,0,0,0
45095e05-0e6f-49c5-b763-5d3ac0746a09,0,118,apartment,101,2,2,6.47434E+18,3.77027E+17,1.6,4700000,4300000,-99.16133,19.418848,74,7,2023-06-19 19:20:15,2023-10-09 18:23:38,0,0,0,0,0,0,0,0,0,0,0
5521e8b1-7271-4131-a685-91780619c1f2,1,85,apartment,66.01,2,2,1.65707E+18,-7.86116E+18,0,2145000,2145000,-99.1517123,19.4493835,63,1,2023-05-26 05:34:42,2023-08-20 04:05:24,0,1,0,0,0,0,0,0,0,0,0
a9324975-a44f-4edd-a98b-0c77439afc86,1,20,apartment,78,2,2,1.65707E+18,3.3942E+18,2,4900000,4900000,-99.1677132,19.3797151,73,6,2023-08-01 04:09:42,2023-08-22 04:09:37,0,1,0,0,0,0,0,1,1,0,0
82b2adb5-3140-435a-bbe2-04cf7e9df005,1,150,apartment,64,2,2,8.26101E+18,8.93953E+18,2,4674340,4674340,-99.1649891,19.405299,54,2,2023-04-21 10:42:58,2023-09-18 16:21:24,0,0,0,0,0,0,0,0,1,0,0
bc81ca94-fc0e-4a72-920d-97449affa7ab,1,177,apartment,190,2.5,2,-1.05558E+18,3.77027E+17,2,10608099,10600000,-99.1682978,19.3897795,53,1,2023-03-17 20:45:13,2023-09-11 18:10:30,1,1,1,0,0,0,0,1,0,0,0
f6af2200-edb0-4e22-a36a-23f134c86298,1,24,apartment,76,2,2,8.26101E+18,2.11219E+18,2,3495000,3495000,-99.14905045,19.36179025,94,2,2023-05-25 19:19:37,2023-06-19 18:42:20,0,1,0,0,0,0,0,0,0,0,0
e3e9b195-0230-4994-bff6-097a11af1d7e,0,127,apartment,168,3,2,8.26101E+18,7.93123E+17,2,8300000,8300000,-99.2811806,19.36256,34,3,2023-06-10 19:34:37,2023-10-09 16:21:28,0,1,0,1,0,1,0,0,0,0,0
780877ef-ae68-4e79-94a8-eb906a645c32,0,137,apartment,430,3.5,3,-1.05558E+18,-8.03089E+18,3,16000000,16000000,-99.2757861,19.3625508,46,3,2023-05-31 21:00:36,2023-10-16 16:14:56,1,1,1,1,0,0,0,1,1,0,0
db665b27-e272-4f1d-b320-9637c3c9a73d,0,32,apartment,90,2,2,8.26101E+18,8.45958E+18,2,5200000,5200000,-99.289588,19.3594157,50,1,2023-09-14 01:16:30,2023-10-09 16:24:31,1,1,1,1,0,1,0,1,0,0,0
78d9fdb2-8823-4828-9eed-e9e73fb66b0e,1,59,house,243,2,3,8.26101E+18,-6.98182E+18,3,7300000,7300000,-99.29421809,19.36890751,49,4,2023-05-19 01:14:42,2023-07-17 22:45:37,0,0,1,0,0,0,0,1,1,0,0
e87776c9-41f7-4dd8-b575-6d21654d8fe6,0,92,apartment,169,2,2,6.47434E+18,2.11219E+18,2,9000000,9000000,-99.25728145,19.386997,42,7,2023-07-15 18:08:45,2023-10-09 18:16:55,0,0,1,1,0,1,0,0,1,0,0
5953158f-a9d7-4b7b-939b-4247df4d117f,0,33,apartment,104,15,1,-1.05558E+18,4.7912E+18,2,8500000,8500000,-99.17180625,19.41382103,74,1,2023-09-13 11:04:47,2023-10-16 16:18:18,0,1,0,0,0,0,1,1,1,0,0
e717823c-66cf-49b1-8f0a-f2e46548542b,1,24,house,250,3,3,8.26101E+18,-1.49563E+18,4,7200000,7200000,-99.151535,19.332104,45,6,2023-05-26 02:34:50,2023-06-19 22:27:37,1,0,0,0,0,0,0,0,0,0,0
b9e18e0f-5fe1-4071-9ddc-4c493443a971,1,46,apartment,48,1,2,-1.05558E+18,5.25909E+18,1,1350000,1350000,-99.0692408,19.4063225,73,1,2023-08-16 16:52:42,2023-10-02 16:19:34,0,0,0,0,0,0,0,1,0,0,1
5344f548-383f-4c99-8ae5-d1d815f9a3dd,1,95,house,805,4,4,8.26101E+18,3.77027E+17,1.4,5950000,104419614.9,-99.2611497,19.350184,37,4,2023-06-08 01:16:38,2023-09-11 19:45:01,0,0,1,1,0,1,0,1,1,0,0
f7081005-953e-4406-94d8-58b2e5ba2fa7,1,103,apartment,85,1,2,8.26101E+18,-1.32814E+18,1,3763000,3763000,-99.1591301,19.4473066,63,1,2023-06-07 03:13:24,2023-09-18 16:20:30,0,0,0,0,0,0,0,1,0,0,0
a611041d-16f9-4c39-abb1-40038fdc9baf,1,27,apartment,123,2,2,6.47434E+18,3.77027E+17,2,4990000,4990000,-99.139772,19.388963,59,1,2023-05-02 06:22:53,2023-05-30 04:12:46,1,1,0,0,0,0,0,0,1,0,0
cc21da10-742a-4d97-9bbb-a4846b7aefbf,0,39,apartment,72,2,2,-1.05558E+18,-2.02826E+17,1,4765100,4765100,-99.1678113,19.422976,59,1,2023-09-06 17:56:06,2023-10-09 16:16:40,1,1,0,1,0,0,0,1,1,0,0
7f7e9f0c-25b9-45a8-aea4-a1ad62a36c4c,1,167,apartment,245,3,3,1.65707E+18,6.14458E+18,3,10500000,10500000,-99.1677132,19.3797151,73,5,2023-03-08 04:00:55,2023-08-22 04:09:28,0,1,1,0,0,0,0,1,1,0,0
2056c193-70c8-4f11-b2e8-4ca28f696757,0,92,apartment,57,1,2,8.26101E+18,-1.86172E+18,1.6,1640000,1530000,-99.1467166,19.4549289,66,2,2023-07-16 01:28:56,2023-10-09 16:17:13,0,0,0,0,0,0,0,0,0,0,0
8f7f7505-3aab-45b4-adcf-22db6a61accd,0,167,house,125,2,3,1.65707E+18,3.77027E+17,0,2000000,2000000,-99.0420372,19.3478701,55,2,2023-05-01 21:36:18,2023-10-09 17:18:49,0,0,0,0,0,0,0,0,0,0,1
0d05887c-15d9-4548-be08-83f1cdd81039,1,87,house,122,1,3,8.26101E+18,3.77027E+17,3,4850000,4750000,-99.1370846,19.3080212,59,2,2023-04-21 01:31:31,2023-07-17 22:42:26,0,0,0,0,0,0,0,0,0,0,1
79e1c635-b423-4b72-b6dd-8f4e853278b8,0,137,house,220,3,3,-1.05558E+18,-4.49169E+18,3,3000000,3000000,-99.254674,19.306518,48,4,2023-05-31 22:37:54,2023-10-16 17:09:08,0,0,0,0,0,0,0,0,1,0,0
b804c1cc-eaad-42c8-b214-bab10dc6a6cc,0,132,apartment,81,2,2,-1.05558E+18,-8.64801E+18,2,7850000,7850000,-99.1770019,19.4164775,74,1,2023-06-05 20:43:37,2023-10-16 16:17:32,1,1,1,1,0,1,0,1,1,0,0
868efd93-b4fd-41f6-b855-0330418b9ec8,0,137,apartment,56,1,1,-1.05558E+18,-7.02745E+18,1,3100000,3100000,-99.1456289,19.4336461,58,4,2023-05-31 21:01:50,2023-10-16 16:16:23,0,1,0,1,0,1,0,1,0,0,0
5ee7c376-1d43-44ca-8af5-fe97ae4e001a,1,53,apartment,109,2,3,-1.05558E+18,3.77027E+17,1,5100000,5100000,-99.1850923,19.3639012,72,1,2023-04-13 20:23:01,2023-06-05 23:01:19,0,1,0,0,0,0,0,1,0,0,0
